locality,lon,lat,Age,region,Country,group.name
Guercif Basin,-3.349542616,34.23032187,Tortonian,Western Mediterranean,Morocco,corals
Guercif Basin,-3.349542616,34.23032187,Tortonian,Western Mediterranean,Morocco,planktic_foraminifera
Haciahmetli section,35.939417,36.384972,pre-evaporitic Messinian,Eastern Mediterranean,Turkey,dinocysts
Haciahmetli section,35.939417,36.384972,Tortonian,Eastern Mediterranean,Turkey,dinocysts
Hamadouche (Lower Chelif Basin),-0.548732762,35.30001131,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Hammamet Gulf (Jiriba-1 borehole),3.253657841,36.68431345,Zanclean,Western Mediterranean,Algeria,dinocysts
Hammar Semmoumet (Lower Chelif Basin),0.165516,36.026508,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Haoudh El Kebir (Chelif Basin),-0.706976081,35.72910064,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Happy Valley,32.623198,34.977733,Tortonian,Eastern Mediterranean,Cyprus,corals
Hatay Graben,36.16082025,36.20244517,Zanclean,Eastern Mediterranean,Turkey,gastropods
Hauterives (Drome_Rhone Basin),5.028631683,45.25718448,Tortonian,Western Mediterranean,France,corals
Hellin,-1.69772444,38.5068376,Tortonian,Western Mediterranean,Spain,fish
Herault,3.883169635,43.60870633,Tortonian,Western Mediterranean,France,echinoids
Hueli (Sorbas),-2.122422,37.09947,pre-evaporitic Messinian,Western Mediterranean,Spain,corals
Hurchillo (Alicante),-0.922286484,38.05936955,pre-evaporitic Messinian,Western Mediterranean,Spain,fish
Iberkanenr (Kebdana Basin),-2.660000036,34.99989372,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Ibiza,1.420807204,38.9065922,Tortonian,Western Mediterranean,Spain,corals
Ichemlalene (Kert Basin),4.51684362,36.84766913,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Idorotshene (Melilla Basin),-2.942817,35.247366,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Idoudouhane (Melilla Basin),-2.942817,35.247366,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Ierapetra,25.74075105,35.01143114,Tortonian,Eastern Mediterranean,Greece,fish
Ierapetra,25.74075105,35.01143114,Tortonian,Eastern Mediterranean,Greece,gastropods
Ierapetra,25.74075105,35.01143114,Tortonian,Eastern Mediterranean,Greece,scaphopod_chitons_cephalopods
In-n-Narramine (Segangane Basin),-3.000200864,35.1589169,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Internal Rif,5.318889,35.519722,Zanclean,Western Mediterranean,Morocco,nanoplankton
Irachamene (Boudinar Basin),-3.62993,35.145265,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Irachamene (Boudinar Basin),-3.62993,35.145265,pre-evaporitic Messinian,Western Mediterranean,Morocco,planktic_foraminifera
Irachamene (Boudinar Basin),-3.62993,35.145265,Tortonian,Western Mediterranean,Morocco,planktic_foraminifera
Irhzazene (Melilla Basin),-2.951743,35.251852,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Iscala Sale (Sardinia),9.714486404,40.6804435,pre-evaporitic Messinian,Western Mediterranean,Italy,echinoids
Isere (Rhone Basin),5.732656439,45.18436856,Tortonian,Western Mediterranean,France,corals
Italy,12.44132604,43.07701918,pre-evaporitic Messinian,Western Mediterranean,Italy,scaphopod_chitons_cephalopods
Italy,12.44132604,43.07701918,Tortonian,Western Mediterranean,Italy,corals
Italy,12.44132604,43.07701918,Tortonian,Western Mediterranean,Italy,scaphopod_chitons_cephalopods
Italy,12.44132604,43.07701918,Zanclean,Western Mediterranean,Italy,scaphopod_chitons_cephalopods
Jayena (Granada Basin),-3.82290418,36.9484645,Tortonian,Western Mediterranean,Spain,corals
Jbel Lambignat (Kebdana Basin),-2.654506912,35.03038422,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Jbiouia,0.774872,35.969773,pre-evaporitic Messinian,Western Mediterranean,Algeria,echinoids
Jebel Achil ou Zobzit (South Fes_Taza_Guercif Basin),-3.328086172,34.21910202,Tortonian,Western Mediterranean,Morocco,corals
Jebel Binette,-3.65327104,34.77966653,Tortonian,Western Mediterranean,Morocco,corals
Jebel Bou Haidour (West Tadount),-3.309082094,34.72867152,Tortonian,Western Mediterranean,Morocco,corals
Jebel Faouar,10.31221854,36.27327317,Tortonian,Eastern Mediterranean,Tunisia,corals
Jebel Hakima,10.06083327,37.1910419,Tortonian,Western Mediterranean,Tunisia,corals
Jebel Kechabta (South of Bizerte lake),9.951431781,37.11218716,Tortonian,Western Mediterranean,Tunisia,corals
Jebel Sarij (South of Taza_Guercif Basin),-3.328086172,34.21910202,Tortonian,Western Mediterranean,Morocco,corals
Jebel Tizeroutine (North of Taza_Guercif Basin),-3.78162382,34.55444359,Tortonian,Western Mediterranean,Morocco,corals
Jijel,5.751531671,36.81544693,pre-evaporitic Messinian,Western Mediterranean,Algeria,ostracods
Jijel,5.751531671,36.81544693,Tortonian,Western Mediterranean,Algeria,ostracods
Kafr El Dawar 1 well (Nile delta),30.13370719,31.1340092,pre-evaporitic Messinian,Eastern Mediterranean,Egypt,dinocysts
Kafr El Dawar 1 well (Nile delta),30.13370719,31.1340092,Tortonian,Eastern Mediterranean,Egypt,dinocysts
Kafr El Dawar 1 well (Nile delta),30.13370719,31.1340092,Zanclean,Eastern Mediterranean,Egypt,dinocysts
Kafr El Sheikh 1 well (Nile delta),30.93898232,31.11109117,pre-evaporitic Messinian,Eastern Mediterranean,Egypt,dinocysts
Kafr El Sheikh 1 well (Nile delta),30.93898232,31.11109117,Zanclean,Eastern Mediterranean,Egypt,dinocysts
Kaimeni (Crete),23.333604,37.61456003,Tortonian,Eastern Mediterranean,Greece,gastropods
Kalamaki (Zakynthos),20.917778,37.737222,pre-evaporitic Messinian,Eastern Mediterranean,Greece,nanoplankton
Kalamaki (Zakynthos),20.917778,37.737222,pre-evaporitic Messinian,Eastern Mediterranean,Greece,planktic_foraminifera
Kalamaki (Zakynthos),20.917778,37.737222,Zanclean,Eastern Mediterranean,Greece,nanoplankton
Kalamaki (Zakynthos),20.917778,37.737222,Zanclean,Eastern Mediterranean,Greece,planktic_foraminifera
Kalamavka (Crete),25.65660224,35.07593228,Tortonian,Eastern Mediterranean,Greece,planktic_foraminifera
Kalogeri (Crete),25.67177248,35.03115278,Tortonian,Eastern Mediterranean,Greece,gastropods
Kapariana (Crete),24.895083,35.061528,pre-evaporitic Messinian,Eastern Mediterranean,Greece,bivalves
Kapariana (Crete),24.895083,35.061528,pre-evaporitic Messinian,Eastern Mediterranean,Greece,fish
Kapariana (Crete),24.895083,35.061528,pre-evaporitic Messinian,Eastern Mediterranean,Greece,gastropods
Kapariana (Crete),24.895083,35.061528,pre-evaporitic Messinian,Eastern Mediterranean,Greece,ostracods
Kapariana (Crete),24.895083,35.061528,pre-evaporitic Messinian,Eastern Mediterranean,Greece,planktic_foraminifera
Kapariana (Crete),24.895083,35.061528,Tortonian,Eastern Mediterranean,Greece,bivalves
Kapariana (Crete),24.895083,35.061528,Tortonian,Eastern Mediterranean,Greece,corals
Kapariana (Crete),24.895083,35.061528,Tortonian,Eastern Mediterranean,Greece,gastropods
Kapariana (Crete),24.895083,35.061528,Tortonian,Eastern Mediterranean,Greece,ostracods
Kapariana (Crete),24.895083,35.061528,Tortonian,Eastern Mediterranean,Greece,planktic_foraminifera
Kaplica,33.91329334,35.41322456,Tortonian,Eastern Mediterranean,Cyprus,planktic_foraminifera
Karaali (Hatay Graben),36.15467167,36.30510325,Zanclean,Eastern Mediterranean,Turkey,bivalves
Karaali (Hatay Graben),36.15467167,36.30510325,Zanclean,Eastern Mediterranean,Turkey,gastropods
Karave (Gavdos),24.11700772,34.84876449,Tortonian,Eastern Mediterranean,Greece,corals
Kavouri,21.36177595,37.6631997,Tortonian,Eastern Mediterranean,Greece,echinoids
Kebdana,-2.416241237,35.13108566,pre-evaporitic Messinian,Western Mediterranean,Morocco,corals
Kefala (Crete),25.71205336,35.04872974,Tortonian,Eastern Mediterranean,Greece,gastropods
Kefala (Crete),25.71205336,35.04872974,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Kentri (Crete),25.75315267,35.03295273,Tortonian,Eastern Mediterranean,Greece,scaphopod_chitons_cephalopods
Kephallonia,20.56968318,38.17675512,Tortonian,Eastern Mediterranean,Greece,bivalves
Kesecik (Hatay Graben),36.09183096,36.25143887,Zanclean,Eastern Mediterranean,Turkey,gastropods
Khairetiana (Crete),24.94842086,35.11046124,pre-evaporitic Messinian,Eastern Mediterranean,Greece,ostracods
Khairetiana (Crete),24.94842086,35.11046124,Tortonian,Eastern Mediterranean,Greece,ostracods
Khirokitia,33.34398666,34.79644188,Tortonian,Eastern Mediterranean,Cyprus,gastropods
Kizlargozu section,35.847756,36.365228,pre-evaporitic Messinian,Eastern Mediterranean,Turkey,dinocysts
Kizlargozu section,35.847756,36.365228,Tortonian,Eastern Mediterranean,Turkey,dinocysts
Korfi (Gavdos),24.09877788,34.82900387,Tortonian,Eastern Mediterranean,Greece,corals
Kotsiana,23.71776252,35.48369367,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Koudia Mereina,6.59157962,36.89954046,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Koudiat Airane,3.475983504,34.74279025,Tortonian,Western Mediterranean,Morocco,corals
Koumi (Kavrochori),24.44080709,35.27329475,pre-evaporitic Messinian,Eastern Mediterranean,Greece,corals
Kourtes (Crete),24.90415836,35.11070984,Tortonian,Eastern Mediterranean,Greece,bivalves
Kourtes (Crete),24.90415836,35.11070984,Tortonian,Eastern Mediterranean,Greece,gastropods
Kourtes (Crete),24.90415836,35.11070984,Zanclean,Eastern Mediterranean,Greece,ostracods
Koutsounari,25.82992364,35.01673114,pre-evaporitic Messinian,Eastern Mediterranean,Greece,corals
Kusalani (Hatay Graben),36.01167044,36.09553133,Zanclean,Eastern Mediterranean,Turkey,bivalves
Kusalani (Hatay Graben),36.01167044,36.09553133,Zanclean,Eastern Mediterranean,Turkey,gastropods
Kuzucubelen (Mersin),34.45,36.8,pre-evaporitic Messinian,Eastern Mediterranean,Turkey,ostracods
Kuzucubelen (Mersin),34.45,36.8,Tortonian,Eastern Mediterranean,Turkey,ostracods
La Bastidonne (Vaucluse),5.567667893,43.70096952,Tortonian,Western Mediterranean,France,corals
La Colle sur Loup (Montfort_Var),7.110351799,43.67943212,Zanclean,Western Mediterranean,France,dinocysts
La Guardiola (Ibiza),1.362438,38.940589,Tortonian,Western Mediterranean,Spain,corals
La Lancha (Guadix Basin),-3.145347,37.310916,Tortonian,Western Mediterranean,Spain,planktic_foraminifera
La Mela (Sorbas Basin),-2.127657632,37.09856338,pre-evaporitic Messinian,Western Mediterranean,Spain,bivalves
La Sayvonne (Visan_Rhone delta),4.963362,44.314035,Tortonian,Western Mediterranean,France,ostracods
La Serra (Catalonia),2.216667598,41.65002167,Tortonian,Western Mediterranean,Spain,sharks
La Serratilla (Fortuna Basin),0.030121554,40.31983998,Tortonian,Western Mediterranean,Spain,fish
La Spessa (Valsugana),12.369778,45.747183,Tortonian,Po Plain-Northern Adriatic,Italy,bivalves
La Torretta,12.492956,41.77747,Zanclean,Western Mediterranean,Italy,planktic_foraminifera
Lalla Kouba (Kabylie des Babors),5.504958463,36.60678009,Tortonian,Western Mediterranean,Algeria,corals
Lampedusa,12.60575847,35.50039438,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Lampedusa,12.60575847,35.50039438,pre-evaporitic Messinian,Eastern Mediterranean,Italy,ostracods
Landro (Sicily),13.98895188,37.6519642,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Landro (Sicily),13.98895188,37.6519642,pre-evaporitic Messinian,Eastern Mediterranean,Italy,ostracods
Lari Oussardoun (Boudinar Basin),-3.623578985,35.1462997,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Las Negras (Almeria),-2.011301395,36.87935857,Tortonian,Western Mediterranean,Spain,corals
Las Palmares,4.418889,36.735,Zanclean,Western Mediterranean,Spain,ostracods
Le Puget sur Argens (Var),6.683546827,43.45545021,Zanclean,Western Mediterranean,France,fish
Le Puget sur Argens (Var),6.683546827,43.45545021,Zanclean,Western Mediterranean,France,gastropods
Le Puget sur Argens (Var),6.683546827,43.45545021,Zanclean,Western Mediterranean,France,sharks
Le Saline (Tuscany),9.816024388,43.00955587,Zanclean,Western Mediterranean,Italy,marine_mammals
Legnagnone (Emilia Romagna),12.352222,43.919444,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,bivalves
Legnagnone (Emilia Romagna),12.352222,43.919444,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,ostracods
Legnagnone (Emilia Romagna),12.352222,43.919444,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Legoli (Pisa),10.7929985,43.57101016,Zanclean,Western Mediterranean,Italy,gastropods
Lemme,12.0019459,42.44777154,Tortonian,Western Mediterranean,Italy,dinocysts
Les Planteurs (Chelif Basin),1.316889174,36.11183286,pre-evaporitic Messinian,Western Mediterranean,Algeria,fish
Les Planteurs (Chelif Basin),1.316889174,36.11183286,pre-evaporitic Messinian,Western Mediterranean,Algeria,sharks
Les Ponsons (Drome_Rhone Basin),4.72727478,45.09035654,Tortonian,Western Mediterranean,France,corals
Leuca (Salento),18.3548084,39.7994077,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Libya,15.19726276,30.19802734,Tortonian,Eastern Mediterranean,Libya,corals
Licata (Sicily),13.93728759,37.10184221,pre-evaporitic Messinian,Eastern Mediterranean,Italy,fish
Liguria,8.79009704,44.45584775,Zanclean,Western Mediterranean,Spain,corals
Limonar,4.368056,36.718889,Zanclean,Western Mediterranean,Spain,ostracods
Livorno,10.30880241,43.54873617,pre-evaporitic Messinian,Western Mediterranean,Italy,corals
Livorno,10.30880241,43.54873617,Tortonian,Western Mediterranean,Italy,corals
Llora (Granada Basin),-3.880488097,37.28691482,Tortonian,Western Mediterranean,Spain,corals
Lo Rufete (Bajo Segura Basin),-0.822637073,37.99720328,pre-evaporitic Messinian,Western Mediterranean,Spain,benthic_foraminifera
Lorca,-1.6973119,37.67367359,pre-evaporitic Messinian,Western Mediterranean,Spain,corals
Lorca,-1.6973119,37.67367359,pre-evaporitic Messinian,Western Mediterranean,Spain,fish
Lorca,-1.6973119,37.67367359,Tortonian,Western Mediterranean,Spain,corals
Los Lobos (Sorbas Basin),-1.764469121,37.30811815,pre-evaporitic Messinian,Western Mediterranean,Spain,bivalves
Los Molinos (Sorbas Basin),-2.072897655,37.08760067,pre-evaporitic Messinian,Western Mediterranean,Spain,fish
Los Yesos (Sorbas Basin),-3.262430604,36.7527232,pre-evaporitic Messinian,Western Mediterranean,Spain,benthic_foraminifera
Los Yesos (Sorbas Basin),-3.262430604,36.7527232,pre-evaporitic Messinian,Western Mediterranean,Spain,bivalves
Lyon,4.835570831,45.76405036,Tortonian,Western Mediterranean,France,corals
Maccarone,13.100417,43.405833,Zanclean,Po Plain-Northern Adriatic,Italy,nanoplankton
Maccarone,13.100417,43.405833,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Maccarone,13.100417,43.405833,Zanclean,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Machairidi Gdochia,25.55473425,35.01687668,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Magnano (Biella),8.002059011,45.46295746,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Maiella Mountain,14.0860596,42.08632542,pre-evaporitic Messinian,Western Mediterranean,Italy,corals
Malaga Basin,-4.424198017,36.71963081,Zanclean,Western Mediterranean,Spain,gastropods
Malaga Basin,-4.424198017,36.71963081,Zanclean,Western Mediterranean,Spain,planktic_foraminifera
Mallorca,3.021930239,39.70152799,Tortonian,Western Mediterranean,Spain,marine_mammals
Mallorca,3.021930239,39.70152799,Tortonian,Western Mediterranean,Spain,sharks
Malta,14.45043881,35.88397614,pre-evaporitic Messinian,Eastern Mediterranean,Malta,corals
Malta,14.45043881,35.88397614,pre-evaporitic Messinian,Eastern Mediterranean,Malta,ostracods
Malta,14.45043881,35.88397614,pre-evaporitic Messinian,Eastern Mediterranean,Malta,corals
Malta,14.45043881,35.88397614,pre-evaporitic Messinian,Eastern Mediterranean,Malta,echinoids
Malta,14.45043881,35.88397614,pre-evaporitic Messinian,Eastern Mediterranean,Malta,marine_mammals
Malta,14.45043881,35.88397614,pre-evaporitic Messinian,Eastern Mediterranean,Malta,ostracods
Malta,14.45043881,35.88397614,pre-evaporitic Messinian,Eastern Mediterranean,Malta,sharks
Manasi (Lefkas),20.61002371,38.69414079,Tortonian,Eastern Mediterranean,Greece,planktic_foraminifera
Manilva Basin,-5.25073336,36.37614143,Zanclean,Western Mediterranean,Spain,corals
Marbzier (Montpellier),3.847385845,43.65794408,Zanclean,Western Mediterranean,France,marine_mammals
Marecchia River,12.44010048,44.03293282,Zanclean,Po Plain-Northern Adriatic,Italy,fish
Marentino (Asti_Piedmont),7.879277,45.051725,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Marmorito,8.019799484,45.06923015,Zanclean,Po Plain-Northern Adriatic,Italy,corals
Masserano (Biella),8.226629716,45.59336109,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Masseria il Salto (Sicily),14.58938166,37.29654251,pre-evaporitic Messinian,Eastern Mediterranean,Italy,fish
Masseria Torricella (Lecce),17.89535942,40.34370454,Zanclean,Eastern Mediterranean,Italy,ostracods
Matala (Crete),24.74945275,34.99334828,Tortonian,Eastern Mediterranean,Greece,corals
Medea,2.748840567,36.30385878,Tortonian,Western Mediterranean,Algeria,ostracods
Meduna,12.76025568,45.99143058,Tortonian,Po Plain-Northern Adriatic,Italy,bivalves
Meknes (Sais Basin),-5.494079814,33.86401687,Tortonian,Western Mediterranean,Morocco,bivalves
Melilla,-2.937660186,35.29209599,pre-evaporitic Messinian,Western Mediterranean,Morocco,corals
Melilla,-2.937660186,35.29209599,pre-evaporitic Messinian,Western Mediterranean,Morocco,echinoids
Melilla,-2.937660186,35.29209599,pre-evaporitic Messinian,Western Mediterranean,Morocco,fish
Menorca,3.838673246,39.9991544,Tortonian,Western Mediterranean,Spain,corals
Menorca,3.838673246,39.9991544,Tortonian,Western Mediterranean,Spain,echinoids
Mesa Roldan (Agua Amarga Basin_Almeria),-1.906471435,36.94156908,Tortonian,Western Mediterranean,Spain,corals
Mesaoria,33.70894422,35.18985028,Zanclean,Eastern Mediterranean,Cyprus,fish
Messina (Sicily),15.55364683,38.19671218,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Messina (Sicily),15.55364683,38.19671218,Zanclean,Eastern Mediterranean,Italy,sharks
Metochi Kardamiana (Crete),21.39949166,38.12575393,Tortonian,Eastern Mediterranean,Greece,bivalves
Metochi Kardamiana (Crete),21.39949166,38.12575393,Tortonian,Eastern Mediterranean,Greece,gastropods
Metochia (Gavdos),24.100278,34.853611,pre-evaporitic Messinian,Eastern Mediterranean,Greece,benthic_foraminifera
Metochia (Gavdos),24.100278,34.853611,pre-evaporitic Messinian,Eastern Mediterranean,Greece,nanoplankton
Metochia (Gavdos),24.100278,34.853611,pre-evaporitic Messinian,Eastern Mediterranean,Greece,planktic_foraminifera
Metochia (Gavdos),24.100278,34.853611,Tortonian,Eastern Mediterranean,Greece,benthic_foraminifera
Metochia (Gavdos),24.100278,34.853611,Tortonian,Eastern Mediterranean,Greece,nanoplankton
Metochia (Gavdos),24.100278,34.853611,Tortonian,Eastern Mediterranean,Greece,planktic_foraminifera
Mezquitilla,4.035278,36.751111,Zanclean,Western Mediterranean,Spain,ostracods
Milazzo (Sicily),15.2415525,38.2209635,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Milazzo (Sicily),15.2415525,38.2209635,Tortonian,Eastern Mediterranean,Italy,corals
Mires (Crete),24.87290313,35.05157124,pre-evaporitic Messinian,Eastern Mediterranean,Greece,bivalves
Mires (Crete),24.87290313,35.05157124,pre-evaporitic Messinian,Eastern Mediterranean,Greece,fish
Mires (Crete),24.87290313,35.05157124,pre-evaporitic Messinian,Eastern Mediterranean,Greece,gastropods
Mirzakli-Kirectepe (Hatay Graben),36.00337188,36.1260978,Zanclean,Eastern Mediterranean,Turkey,bivalves
Mirzakli-Kirectepe (Hatay Graben),36.00337188,36.1260978,Zanclean,Eastern Mediterranean,Turkey,gastropods
Mit Ghamr 1 well (Nile delta),31.25981983,30.71986151,Zanclean,Eastern Mediterranean,Egypt,dinocysts
Mitata (Kythira),22.9936177,36.2460994,Zanclean,Eastern Mediterranean,Greece,ostracods
Modena,10.92464985,44.64699655,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Monachil (Granada Basin),-3.540314697,37.13224135,Tortonian,Western Mediterranean,Spain,corals
Monbercelli (Sabbie d'Asti_Piedmont),8.293597139,44.82310848,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Moncalvo (Piedmont),8.240278,45.052222,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,nanoplankton
Moncalvo (Piedmont),8.240278,45.052222,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Moncucco (Piedmont),8.286429246,44.80744091,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,fish
Moncucco (Piedmont),8.286429246,44.80744091,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,gastropods
Moncucco (Piedmont),8.286429246,44.80744091,Zanclean,Po Plain-Northern Adriatic,Italy,benthic_foraminifera
Moncucco (Piedmont),8.286429246,44.80744091,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Moncucco (Piedmont),8.286429246,44.80744091,Zanclean,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Mondaino,12.67158838,43.85738137,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,fish
Mongardino (Bologna),11.21109027,44.41767925,Tortonian,Po Plain-Northern Adriatic,Italy,marine_mammals
Moni Gorgolaini (Crete),24.98977581,35.20616277,pre-evaporitic Messinian,Eastern Mediterranean,Greece,planktic_foraminifera
Moni Gorgolaini (Crete),24.98977581,35.20616277,Tortonian,Eastern Mediterranean,Greece,planktic_foraminifera
Montafia (Sabbie d'Asti_Piedmont),8.025974378,44.9890134,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Montagnano (Arezzo_Tuscany),11.81118232,43.34786388,Tortonian,Western Mediterranean,Italy,corals
Montalcino (Tuscany),11.48932277,43.05503174,Zanclean,Western Mediterranean,Italy,marine_mammals
Monte Antico (Grosseto),11.36361724,42.98312527,Zanclean,Western Mediterranean,Italy,bivalves
Monte Antico (Grosseto),11.36361724,42.98312527,Zanclean,Western Mediterranean,Italy,gastropods
Monte Capriolo (Bra_Cuneo),7.598939248,44.37308531,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Monte Capriolo (Bra_Cuneo),7.598939248,44.37308531,Zanclean,Po Plain-Northern Adriatic,Italy,scaphopod_chitons_cephalopods
Monte Carrubba (Sicily),14.56394962,37.5781174,Tortonian,Eastern Mediterranean,Italy,corals
Monte dei Corvi,13.55004288,43.58327024,Tortonian,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Monte del Casino,11.625,44.269722,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,benthic_foraminifera
Monte del Casino,11.625,44.269722,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,nanoplankton
Monte del Casino,11.625,44.269722,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Monte del Casino,11.625,44.269722,Tortonian,Po Plain-Northern Adriatic,Italy,benthic_foraminifera
Monte del Casino,11.625,44.269722,Tortonian,Po Plain-Northern Adriatic,Italy,nanoplankton
Monte del Casino,11.625,44.269722,Tortonian,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Monte della Verna,11.9313035,43.70686467,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Monte Fiocca Presso Sassari (Sardinia),10.25231788,44.07189845,Tortonian,Western Mediterranean,Italy,marine_mammals
Monte Mario,12.45017055,41.91653283,Zanclean,Western Mediterranean,Italy,ostracods
Monte Oliveto (Emilia Romagna),11.71915187,44.85193127,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Monte Poro (Vibo Valentia_Calabria),15.90450153,38.59868669,Tortonian,Eastern Mediterranean,Italy,marine_mammals
Monte San Nicola,13.66087904,42.12268245,Zanclean,Western Mediterranean,Italy,ostracods
Montebaranzone (Modena),10.77527557,44.47955177,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Montebaranzone (Modena),10.77527557,44.47955177,Tortonian,Po Plain-Northern Adriatic,Italy,ostracods
Montebello,12.3680614,43.97034682,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Montebello,12.3680614,43.97034682,Tortonian,Po Plain-Northern Adriatic,Italy,ostracods
Montegibbio,10.78305853,44.51135448,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Montegibbio,10.78305853,44.51135448,Tortonian,Po Plain-Northern Adriatic,Italy,echinoids
Montegibbio,10.78305853,44.51135448,Tortonian,Po Plain-Northern Adriatic,Italy,fish
Montegibbio,10.78305853,44.51135448,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Montegibbio,10.78305853,44.51135448,Tortonian,Po Plain-Northern Adriatic,Italy,ostracods
Montegibbio,10.78305853,44.51135448,Tortonian,Po Plain-Northern Adriatic,Italy,scaphopod_chitons_cephalopods
Montegibbio,10.78305853,44.51135448,Zanclean,Po Plain-Northern Adriatic,Italy,echinoids
Monteleone,12.26624461,44.04629126,Tortonian,Po Plain-Northern Adriatic,Italy,echinoids
Montenero,10.3460776,43.49152034,Zanclean,Western Mediterranean,Italy,bivalves
Montenero,10.3460776,43.49152034,Zanclean,Western Mediterranean,Italy,gastropods
Monteu Roero,7.938070572,44.77929388,Zanclean,Po Plain-Northern Adriatic,Italy,bivalves
Monteu Roero,7.938070572,44.77929388,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Montezago (Emilia Romagna),9.780116227,44.83298165,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Montforte (Sicily),15.38258905,38.15644456,Tortonian,Eastern Mediterranean,Italy,corals
Monti Livornesi,10.41670958,43.41663464,pre-evaporitic Messinian,Western Mediterranean,Italy,scaphopod_chitons_cephalopods
Monticino,11.48902236,43.0550631,Zanclean,Western Mediterranean,Italy,nanoplankton
Montjuic (Catalonia),2.167535983,41.3639349,Tortonian,Western Mediterranean,Spain,sharks
Montpellier,3.877258754,43.61050802,Zanclean,Western Mediterranean,France,marine_mammals
Montpellier,3.877258754,43.61050802,Zanclean,Western Mediterranean,France,sharks
Montvendre (Drome_Rhone Basin),5.021603608,44.87094303,Tortonian,Western Mediterranean,France,corals
Morocco,-3.702596318,35.11246749,pre-evaporitic Messinian,Western Mediterranean,Morocco,bryozoans
Morocco,-3.702596318,35.11246749,Tortonian,Western Mediterranean,Morocco,bryozoans
Morocco,-3.702596318,35.11246749,Tortonian,Western Mediterranean,Morocco,corals
Mouchli Lakkos,26.15352507,35.18377648,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Moulay el Arbi (Boudinar Basin),-3.624265,35.148003,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Moulay el Arbi (Boudinar Basin),-3.624265,35.148003,pre-evaporitic Messinian,Western Mediterranean,Morocco,planktic_foraminifera
Moulay el Arbi (Boudinar Basin),-3.624265,35.148003,Tortonian,Western Mediterranean,Morocco,bivalves
Moulay el Arbi (Boudinar Basin),-3.624265,35.148003,Tortonian,Western Mediterranean,Morocco,planktic_foraminifera
